title,Year_of_release,Genre,movie_runtime,IMDB_rating,IMDB_votes,Cast_&_Crew
Wanted,I 2009," Action, Crime, Thriller            ",147 min,  6.6 ,22847,"     Director: Prabhu Deva |      Stars: Salman Khan,  Ayesha Takia,  Vinod Khanna,  Govind Namdeo "
Bang Bang,I 2014," Action, Adventure, Comedy            ",153 min,  5.6 ,22794,"     Director: Siddharth Anand |      Stars: Hrithik Roshan,  Katrina Kaif,  Alex Upadhyay,  Pawan Malhotra "
Guru,2007, Drama            ,162 min,  7.7 ,22789,"     Director: Mani Ratnam |      Stars: Mithun Chakraborty,  Abhishek Bachchan,  Aishwarya Rai Bachchan,  Madhavan "
Badlapur,2015," Action, Crime, Drama            ",134 min,  7.4 ,22736,"     Director: Sriram Raghavan |      Stars: Varun Dhawan,  Nawazuddin Siddiqui,  Yami Gautam,  Huma Qureshi "
Secret Superstar,2017," Drama, Music            ",150 min,  7.8 ,22598,"     Director: Advait Chandan |      Stars: Zaira Wasim,  Meher Vij,  Raj Arjun,  Aamir Khan "
Koi... Mil Gaya,2003," Action, Drama, Romance            ",171 min,  7.1 ,22467,"     Director: Rakesh Roshan |      Stars: Hrithik Roshan,  Rekha,  Preity Zinta,  Rakesh Roshan "
Jo Jeeta Wohi Sikandar,1992," Comedy, Drama, Romance            ",174 min,  8.2 ,22426,"     Director: Mansoor Khan |      Stars: Aamir Khan,  Ayesha Jhulka,  Deepak Tijori,  Pooja Bedi "
2.0,2018," Action, Sci-Fi            ",148 min,  6.2 ,22422,"     Director: S. Shankar |      Stars: Rajinikanth,  Akshay Kumar,  Amy Jackson,  Adil Hussain "
Parmanu: The Story of Pokhran,2018," Action, Drama, History            ",129 min,  7.6 ,22306,"     Director: Abhishek Sharma |      Stars: John Abraham,  Boman Irani,  Diana Penty,  Anuja Sathe "
Ae Dil Hai Mushkil,2016," Drama, Music, Musical            ",158 min,  5.8 ,22075,"     Director: Karan Johar |      Stars: Ranbir Kapoor,  Aishwarya Rai Bachchan,  Anushka Sharma,  Fawad Khan "
Simmba,2018," Action, Comedy, Crime            ",158 min,  5.6 ,22003,"     Director: Rohit Shetty |      Stars: Sam Nagar,  Ranveer Singh,  Sara Ali Khan,  Sonu Sood "
Lakshya,2004," Action, Drama, Romance            ",186 min,  7.9 ,21977,"     Director: Farhan Akhtar |      Stars: Hrithik Roshan,  Preity Zinta,  Amitabh Bachchan,  Om Puri "
Detective Byomkesh Bakshy!,2015," Action, Crime, Drama            ",139 min,  7.7 ,21865,"     Director: Dibakar Banerjee |      Stars: Sushant Singh Rajput,  Anand Tiwari,  Neeraj Kabi,  Divya Menon "
Neerja,2016," Biography, Drama, Thriller            ",122 min,  7.6 ,21857,"     Director: Ram Madhvani |      Stars: Sonam Kapoor,  Shabana Azmi,  Yogendra Tikku,  Abrar Zahoor "
War,2019," Action, Adventure, Thriller            ",154 min,  6.5 ,21745,"     Director: Siddharth Anand |      Stars: Hrithik Roshan,  Tiger Shroff,  Vaani Kapoor,  Ashutosh Rana "
Krrish 3,2013," Action, Adventure, Sci-Fi            ",152 min,  5.2 ,21664,"     Director: Rakesh Roshan |      Stars: Hrithik Roshan,  Vivek Oberoi,  Priyanka Chopra Jonas,  Kangana Ranaut "
Dil To Pagal Hai,1997," Comedy, Drama, Musical            ",180 min,  7.0 ,21487,"     Director: Yash Chopra |      Stars: Shah Rukh Khan,  Madhuri Dixit,  Karisma Kapoor,  Akshay Kumar "
Rock On!!,2008," Drama, Music            ",145 min,  7.7 ,21431,"     Director: Abhishek Kapoor |      Stars: Arjun Rampal,  Farhan Akhtar,  Luke Kenny,  Purab Kohli "
Rowdy Rathore,2012," Action, Comedy, Crime            ",140 min,  5.7 ,21428,"     Director: Prabhu Deva |      Stars: Akshay Kumar,  Sonakshi Sinha,  Nassar,  Yashpal Sharma "
Namastey London,2007," Comedy, Drama, Romance            ",128 min,  7.1 ,21196,"     Director: Vipul Amrutlal Shah |      Stars: Akshay Kumar,  Katrina Kaif,  Rishi Kapoor,  Clive Standen "
Bareilly Ki Barfi,2017," Comedy, Romance            ",116 min,  7.5 ,21127,"     Director: Ashwiny Iyer Tiwari |      Stars: Ayushmann Khurrana,  Kriti Sanon,  Rajkummar Rao,  Pankaj Tripathi "
Ugly,2013," Crime, Drama, Mystery            ",128 min,  8.0 ,21074,"     Director: Anurag Kashyap |      Stars: Rahul Bhatt,  Ronit Roy,  Tejaswini Kolhapure,  Vineet Kumar Singh "
Prem Ratan Dhan Payo,2015," Action, Drama, Musical            ",164 min,  4.4 ,20693,"     Director: Sooraj R. Barjatya |      Stars: Salman Khan,  Sonam Kapoor,  Neil Nitin Mukesh,  Deepak Dobriyal "
Pyaar Ka Punchnama,2011," Comedy, Drama, Romance            ",149 min,  7.6 ,20679,"     Director: Luv Ranjan |      Stars: Kartik Aaryan,  Raayo S. Bakhirta,  Divyendu Sharma,  Nushrat Bharucha "
Sonu Ke Titu Ki Sweety,2018," Comedy, Romance            ",138 min,  7.1 ,20487,"     Director: Luv Ranjan |      Stars: Kartik Aaryan,  Nushrat Bharucha,  Sunny Singh Nijjar,  Alok Nath "
Phir Hera Pheri,2006," Comedy, Crime            ",153 min,  7.1 ,20377,"     Director: Neeraj Vora |      Stars: Akshay Kumar,  Sunil Shetty,  Paresh Rawal,  Bipasha Basu "
Hum Aapke Hain Koun...!,1994," Comedy, Drama, Musical            ",206 min,  7.5 ,20125,"     Director: Sooraj R. Barjatya |      Stars: Madhuri Dixit,  Salman Khan,  Mohnish Bahl,  Renuka Shahane "
Welcome,I 2007," Comedy, Romance            ",159 min,  6.9 ,20100,"     Director: Anees Bazmee |      Stars: Akshay Kumar,  Katrina Kaif,  Nana Patekar,  Anil Kapoor "
Student of the Year 2,2019," Action, Comedy, Drama            ",146 min,  2.2 ,20027,"     Director: Punit Malhotra |      Stars: Tiger Shroff,  Ananya Panday,  Tara Sutaria,  Aditya Seal "
Omkara,2006," Action, Crime, Drama            ",155 min,  8.1 ,19917,"     Director: Vishal Bhardwaj |      Stars: Ajay Devgn,  Kareena Kapoor,  Saif Ali Khan,  Konkona Sen Sharma "
Black Friday,2004," Action, Crime, Drama            ",143 min,  8.5 ,19861,"     Director: Anurag Kashyap |      Stars: Kay Kay Menon,  Pawan Malhotra,  Aditya Srivastav,  Dibyendu Bhattacharya "
Jab Harry Met Sejal,2017," Comedy, Drama, Romance            ",143 min,  5.3 ,19742,"     Director: Imtiaz Ali |      Stars: Shah Rukh Khan,  Anushka Sharma,  Björn Freiberg,  Martavius Gunn "
Haseen Dillruba,2021," Crime, Drama, Mystery            ",135 min,  6.9 ,19689,"     Director: Vinil Mathew |      Stars: Taapsee Pannu,  Vikrant Massey,  Harshvardhan Rane,  Aditya Srivastav "
Rocket Singh: Salesman of the Year,2009," Comedy, Drama            ",150 min,  7.5 ,19645,"     Director: Shimit Amin |      Stars: Ranbir Kapoor,  Prem Chopra,  Mukesh S. Bhatt,  D. Santosh "
Krrish,2006," Action, Adventure, Sci-Fi            ",185 min,  6.4 ,19589,"     Director: Rakesh Roshan |      Stars: Hrithik Roshan,  Priyanka Chopra Jonas,  Rekha,  Naseeruddin Shah "
Goliyon Ki Rasleela Ram-Leela,2013," Drama, Musical, Romance            ",150 min,  6.4 ,19455,"     Director: Sanjay Leela Bhansali |      Stars: Ranveer Singh,  Deepika Padukone,  Supriya Pathak,  Sharad Kelkar "
Toilet - Ek Prem Katha,2017," Comedy, Drama            ",155 min,  7.2 ,19376,"     Director: Shree Narayan Singh |      Stars: Akshay Kumar,  Anupam Kher,  Bhumi Pednekar,  Divyendu Sharma "
Kabhi Alvida Naa Kehna,2006," Drama, Romance            ",193 min,  6.1 ,19111,"     Director: Karan Johar |      Stars: Shah Rukh Khan,  Rani Mukerji,  Amitabh Bachchan,  Abhishek Bachchan "
Jolly LLB,2013," Comedy, Drama            ",135 min,  7.5 ,18891,"     Director: Subhash Kapoor |      Stars: Arshad Warsi,  Amrita Rao,  Boman Irani,  Saurabh Shukla "
Dum Laga Ke Haisha,2015," Comedy, Drama, Romance            ",110 min,  7.5 ,18888,"     Director: Sharat Katariya |      Stars: Bhumi Pednekar,  Ayushmann Khurrana,  Sanjay Mishra,  Seema Bhargava "
Jai Ho,2014," Action, Drama            ",135 min,  5.1 ,18834,"     Director: Sohail Khan |      Stars: Salman Khan,  Daisy Shah,  Tabu,  Danny Denzongpa "
Tubelight,2017," Drama, War            ",136 min,  3.8 ,18814,"     Director: Kabir Khan |      Stars: Salman Khan,  Sohail Khan,  Om Puri,  Mohd. Zeeshan Ayyub "
Mrs. Serial Killer,2020," Crime, Drama, Thriller            ",106 min,  4.8 ,18783,"     Director: Shirish Kunder |      Stars: Jacqueline Fernandez,  Manoj Bajpayee,  Mohit Raina,  Zayn Marie Khan "
Golmaal,1979," Comedy, Romance            ",144 min,  8.5 ,18645,"     Director: Hrishikesh Mukherjee |      Stars: Amol Palekar,  Bindiya Goswami,  Deven Verma,  Shubha Khote "
Thugs of Hindostan,2018," Action, Adventure            ",164 min,  4.1 ,18626,"     Director: Vijay Krishna Acharya |      Stars: Aamir Khan,  Katrina Kaif,  Amitabh Bachchan,  Lloyd Owen "
Newton,2017," Comedy, Drama            ",106 min,  7.7 ,18512,"     Director: Amit Masurkar |      Stars: Rajkummar Rao,  Pankaj Tripathi,  Anjali Patil,  Raghuvir Yadav "
Manjhi: The Mountain Man,2015," Adventure, Biography, Drama            ",120 min,  8.0 ,18478,"     Director: Ketan Mehta |      Stars: Nawazuddin Siddiqui,  Radhika Apte,  Ashutosh Acharya,  Shahzad Ahmed "
Wazir,I 2016," Action, Crime, Drama            ",103 min,  7.1 ,18148,"     Director: Bejoy Nambiar |      Stars: Amitabh Bachchan,  Farhan Akhtar,  Aditi Rao Hydari,  John Abraham "
Tere Naam,2003," Action, Drama, Romance            ",132 min,  7.1 ,17984,"     Director: Satish Kaushik |      Stars: Salman Khan,  Bhoomika Chawla,  Sachin Khedekar,  Savita Prabhune "
Guzaarish,2010," Drama, Romance            ",126 min,  7.5 ,17902,"     Director: Sanjay Leela Bhansali |      Stars: Hrithik Roshan,  Aishwarya Rai Bachchan,  Shernaz Patel,  Aditya Roy Kapoor "
Hum Dil De Chuke Sanam,1999," Comedy, Drama, Musical            ",177 min,  7.5 ,17844,"     Director: Sanjay Leela Bhansali |      Stars: Aishwarya Rai Bachchan,  Salman Khan,  Ajay Devgn,  Zohra Sehgal "
Chhalaang,2020," Comedy, Drama            ",136 min,  6.8 ,17776,"     Director: Hansal Mehta |      Stars: Rajkummar Rao,  Nushrat Bharucha,  Mohd. Zeeshan Ayyub,  Saurabh Shukla "
Kabhi Haan Kabhi Naa,1994," Comedy, Drama, Music            ",158 min,  7.8 ,17770,"     Director: Kundan Shah |      Stars: Shah Rukh Khan,  Suchitra Krishnamoorthi,  Deepak Tijori,  Rita Bhaduri "
Ek Villain,2014," Action, Crime, Drama            ",129 min,  6.5 ,17698,"     Director: Mohit Suri |      Stars: Sidharth Malhotra,  Shraddha Kapoor,  Riteish Deshmukh,  Shaad Randhawa "
Baadshah,1999," Action, Comedy, Crime            ",175 min,  6.9 ,17588,"     Directors: Abbas Alibhai Burmawalla,  Mastan Alibhai Burmawalla |      Stars: Shah Rukh Khan,  Twinkle Khanna,  Amrish Puri,  Johnny Lever "
Dabangg 2,2012," Action, Comedy, Crime            ",120 min,  4.8 ,17539,"     Director: Arbaaz Khan |      Stars: Salman Khan,  Sonakshi Sinha,  Prakash Raj,  Vinod Khanna "
Ready,2011," Action, Comedy, Romance            ",145 min,  4.8 ,17478,"     Director: Anees Bazmee |      Stars: Salman Khan,  Asin Thottumkal,  Paresh Rawal,  Mahesh Manjrekar "
Khuda Haafiz,2020," Action, Adventure, Drama            ",133 min,  7.4 ,17366,"     Director: Faruk Kabir |      Stars: Vidyut Jammwal,  Shivaleeka Oberoi,  Annu Kapoor,  Aahana Kumra "
Good Newwz,2019, Comedy            ,134 min,  6.9 ,17288,"     Director: Raj Mehta |      Stars: Akshay Kumar,  Kareena Kapoor,  Diljit Dosanjh,  Kiara Advani "
Dabangg 3,2019," Action, Comedy, Crime            ",160 min,  3.0 ,17022,"     Director: Prabhu Deva |      Stars: Salman Khan,  Sudeep,  Sonakshi Sinha,  Saiee Manjrekar "
Rajneeti,2010," Crime, Drama, Thriller            ",163 min,  7.1 ,17019,"     Director: Prakash Jha |      Stars: Ranbir Kapoor,  Ajay Devgn,  Nana Patekar,  Katrina Kaif "
Oye Lucky! Lucky Oye!,2008," Action, Comedy, Crime            ",125 min,  7.7 ,16971,"     Director: Dibakar Banerjee |      Stars: Abhay Deol,  Paresh Rawal,  Neetu Chandra,  Archana Puran Singh "
Once Upon a Time in Mumbaai,2010," Action, Crime, Drama            ",134 min,  7.4 ,16942,"     Director: Milan Luthria |      Stars: Ajay Devgn,  Emraan Hashmi,  Kangana Ranaut,  Prachi Desai "
Kaminey,2009," Action, Crime, Drama            ",130 min,  7.4 ,16849,"     Director: Vishal Bhardwaj |      Stars: Shahid Kapoor,  Priyanka Chopra Jonas,  Deb Mukherjee,  Shivkumar Subramaniam "
Raat Akeli Hai,2020," Crime, Drama, Mystery            ",149 min,  7.3 ,16613,"     Director: Honey Trehan |      Stars: Nawazuddin Siddiqui,  Radhika Apte,  Aditya Srivastav,  Padmavati Rao "
Student of the Year,2012," Comedy, Drama, Music            ",146 min,  5.3 ,16544,"     Director: Karan Johar |      Stars: Sidharth Malhotra,  Alia Bhatt,  Varun Dhawan,  Rishi Kapoor "
Gangaajal,2003," Action, Crime, Drama            ",157 min,  7.8 ,16421,"     Director: Prakash Jha |      Stars: Ajay Devgn,  Gracy Singh,  Mohan Joshi,  Yashpal Sharma "
Iqbal,2005," Drama, Sport            ",132 min,  8.1 ,16390,"     Director: Nagesh Kukunoor |      Stars: Shreyas Talpade,  Naseeruddin Shah,  Shweta Basu Prasad,  Yatin Karyekar "
Kesari,2019," Action, Drama, History            ",150 min,  7.4 ,16353,"     Director: Anurag Singh |      Stars: Akshay Kumar,  Parineeti Chopra,  Suvinder Vicky,  Vansh Bhardwaj "
Sarkar,2005," Action, Crime, Drama            ",124 min,  7.6 ,16259,"     Director: Ram Gopal Varma |      Stars: Amitabh Bachchan,  Abhishek Bachchan,  Kay Kay Menon,  Supriya Pathak "
Raid,2018," Action, Crime, Drama            ",122 min,  7.4 ,16251,"     Director: Raj Kumar Gupta |      Stars: Ajay Devgn,  Ileana D'Cruz,  Amit Bimrot,  Saurabh Shukla "
Dil Dhadakne Do,2015," Comedy, Drama, Romance            ",170 min,  6.9 ,16200,"     Director: Zoya Akhtar |      Stars: Anil Kapoor,  Shefali Shah,  Priyanka Chopra Jonas,  Ranveer Singh "
Lootcase,2020," Comedy, Crime            ",132 min,  7.6 ,16036,"     Director: Rajesh Krishnan |      Stars: Kunal Khemu,  Rasika Dugal,  Vijay Raaz,  Ranvir Shorey "
Shahid,2012," Biography, Drama            ",129 min,  8.2 ,15991,"     Director: Hansal Mehta |      Stars: Rajkummar Rao,  Prabhleen Sandhu,  Mohd. Zeeshan Ayyub,  Baljinder Kaur "
Golmaal: Fun Unlimited,2006," Action, Comedy, Drama            ",150 min,  7.4 ,15924,"     Director: Rohit Shetty |      Stars: Ajay Devgn,  Arshad Warsi,  Sharman Joshi,  Tusshar Kapoor "
Band Baaja Baaraat,2010," Comedy, Drama, Romance            ",139 min,  7.2 ,15863,"     Director: Maneesh Sharma |      Stars: Ranveer Singh,  Anushka Sharma,  Ranjit Batra,  Manu Rishi Chadha "
Race 2,2013," Action, Crime, Thriller            ",150 min,  5.4 ,15818,"     Directors: Abbas Alibhai Burmawalla,  Mastan Alibhai Burmawalla |      Stars: Saif Ali Khan,  Anil Kapoor,  John Abraham,  Deepika Padukone "
Torbaaz,2020," Action, Drama, Sport            ",133 min,  6.7 ,15805,"     Director: Girish Malik |      Stars: Sanjay Dutt,  Nargis Fakhri,  Rahul Dev,  Kuwaarjeet Chopraa "
Baghban,2003," Drama, Romance            ",181 min,  7.4 ,15728,"     Director: Ravi Chopra |      Stars: Amitabh Bachchan,  Hema Malini,  Salman Khan,  Mahima Chaudhry "
Kalank,2019," Drama, Romance            ",166 min,  3.6 ,15643,"     Director: Abhishek Varman |      Stars: Varun Dhawan,  Alia Bhatt,  Madhuri Dixit,  Sanjay Dutt "
The Legend of Bhagat Singh,2002," Action, Biography, Drama            ",155 min,  8.1 ,15524,"     Director: Rajkumar Santoshi |      Stars: Ajay Devgn,  Sushant Singh,  D. Santosh,  Akhilendra Mishra "
Mulk,I 2018, Drama            ,140 min,  6.9 ,15428,"     Director: Anubhav Sinha |      Stars: Taapsee Pannu,  Ashutosh Rana,  Rishi Kapoor,  Rajat Kapoor "
Love Aaj Kal,2009," Comedy, Drama, Romance            ",128 min,  6.8 ,15423,"     Director: Imtiaz Ali |      Stars: Saif Ali Khan,  Deepika Padukone,  Rishi Kapoor,  Rahul Khanna "
Khakee,2004," Action, Crime, Drama            ",174 min,  7.4 ,15384,"     Director: Rajkumar Santoshi |      Stars: Amitabh Bachchan,  Akshay Kumar,  Ajay Devgn,  Aishwarya Rai Bachchan "
Nayak: The Real Hero,2001," Action, Drama, Thriller            ",187 min,  7.8 ,15309,"     Director: S. Shankar |      Stars: Anil Kapoor,  Rani Mukerji,  Amrish Puri,  Johnny Lever "
Singham,2011," Action, Crime, Drama            ",143 min,  6.8 ,15154,"     Director: Rohit Shetty |      Stars: Ajay Devgn,  Kajal Aggarwal,  Prakash Raj,  Sonali Kulkarni "
Lootera,I 2013," Drama, Romance            ",136 min,  7.3 ,15040,"     Director: Vikramaditya Motwane |      Stars: Ranveer Singh,  Sonakshi Sinha,  Barun Chanda,  Adil Hussain "
Company,2002," Action, Crime, Drama            ",142 min,  7.9 ,14998,"     Director: Ram Gopal Varma |      Stars: Ajay Devgn,  Mohanlal,  Manisha Koirala,  Seema Biswas "
Chalte Chalte,2003," Drama, Romance            ",167 min,  6.6 ,14959,"     Director: Aziz Mirza |      Stars: Shah Rukh Khan,  Rani Mukerji,  Jas Arora,  Satish Shah "
Angrezi Medium,2020," Comedy, Drama            ",145 min,  7.3 ,14853,"     Director: Homi Adajania |      Stars: Irrfan Khan,  Radhika Madan,  Kareena Kapoor,  Deepak Dobriyal "
Border,I 1997," Action, Drama, History            ",176 min,  7.9 ,14834,"     Director: J.P. Dutta |      Stars: Sunny Deol,  Sunil Shetty,  Akshaye Khanna,  Jackie Shroff "
Garam Masala,2005, Comedy            ,146 min,  6.7 ,14803,"     Director: Priyadarshan |      Stars: Akshay Kumar,  John Abraham,  Paresh Rawal,  Rimi Sen "
Singh Is Kinng,2008," Action, Comedy, Crime            ",135 min,  5.7 ,14775,"     Director: Anees Bazmee |      Stars: Akshay Kumar,  Katrina Kaif,  Om Puri,  Kirron Kher "
Mr. India,1987," Action, Comedy, Drama            ",179 min,  7.8 ,14724,"     Director: Shekhar Kapur |      Stars: Anil Kapoor,  Sridevi,  Amrish Puri,  Satish Kaushik "
Water,I 2005, Drama            ,117 min,  7.7 ,14635,"     Director: Deepa Mehta |      Stars: Lisa Ray,  John Abraham,  Seema Biswas,  Sarala Kariyawasam "
Mujhse Shaadi Karogi,2004," Comedy, Romance            ",163 min,  6.7 ,14603,"     Director: David Dhawan |      Stars: Salman Khan,  Akshay Kumar,  Priyanka Chopra Jonas,  Amrish Puri "
Hungama,2003," Comedy, Drama, Romance            ",153 min,  7.6 ,14554,"     Director: Priyadarshan |      Stars: Akshaye Khanna,  Aftab Shivdasani,  Rimi Sen,  Paresh Rawal "
Pyaar Ka Punchnama 2,2015," Comedy, Drama, Romance            ",137 min,  7.2 ,14496,"     Director: Luv Ranjan |      Stars: Kartik Aaryan,  Omkar Kapoor,  Sunny Singh Nijjar,  Nushrat Bharucha "
Gulaal,2009," Crime, Drama, Thriller            ",140 min,  8.1 ,14460,"     Director: Anurag Kashyap |      Stars: Kay Kay Menon,  Raj Singh Chaudhary,  Raja Chaudhary,  Jesse Randhawa "
Kaho Naa... Pyaar Hai,2000," Action, Musical, Romance            ",172 min,  6.9 ,14459,"     Director: Rakesh Roshan |      Stars: Hrithik Roshan,  Ameesha Patel,  Anupam Kher,  Dalip Tahil "
Karwaan,2018," Adventure, Comedy, Drama            ",114 min,  7.6 ,14449,"     Director: Akarsh Khurana |      Stars: Irrfan Khan,  Dulquer Salmaan,  Mithila Palkar,  Amala Akkineni "
Dostana,2008," Comedy, Drama, Romance            ",145 min,  6.5 ,14376,"     Director: Tarun Mansukhani |      Stars: Abhishek Bachchan,  John Abraham,  Priyanka Chopra Jonas,  Kirron Kher "
Dhamaal,2007," Action, Adventure, Comedy            ",136 min,  7.4 ,14356,"     Director: Indra Kumar |      Stars: Sanjay Dutt,  Riteish Deshmukh,  Arshad Warsi,  Javed Jaffrey "
October,II 2018," Drama, Romance            ",115 min,  7.5 ,14339,"     Director: Shoojit Sircar |      Stars: Varun Dhawan,  Banita Sandhu,  Gitanjali Rao,  Sahil Vedoliyaa "
Hasee Toh Phasee,2014," Comedy, Romance            ",141 min,  6.8 ,14301,"     Director: Vinil Mathew |      Stars: Sidharth Malhotra,  Parineeti Chopra,  Adah Sharma,  Manoj Joshi "
Satya,1998," Action, Crime, Drama            ",170 min,  8.2 ,14299,"     Director: Ram Gopal Varma |      Stars: J.D. Chakravarthi,  Manoj Bajpayee,  Urmila Matondkar,  Paresh Rawal "
The Big Bull,2021," Biography, Crime, Drama            ",153 min,  6.1 ,14252,"     Director: Kookie Gulati |      Stars: Abhishek Bachchan,  Nikita Dutta,  Ileana D'Cruz,  Sanjeev Pandey "
Pardes,1997," Drama, Musical, Romance            ",191 min,  7.0 ,14234,"     Director: Subhash Ghai |      Stars: Shah Rukh Khan,  Mahima Chaudhry,  Amrish Puri,  Apoorva Agnihotri "
